"date","team1","team2","map","event","matchid","teamid1","teamid2","eventid","score1","score2"
"18/8 15","Adaptation (16)","Swarm (4)","mirage","CS Select #25","22498","5873","6291","1893","16","4"
"18/8 15","Liquid (16)","Enemy (2)","overpass","CEVO Professional Season 8","22217","5973","6191","1890","16","2"
"18/8 15","Liquid (16)","Enemy (8)","cache","CEVO Professional Season 8","22216","5973","6191","1890","16","8"
"17/8 15","CSGOCasino.net (16)","fish123 (7)","dust2","ESL UK Premiership Season 2","22358","6260","6298","1895","16","7"
"17/8 15","Torpedo (16)","Games4u fe (6)","cache","D!ngIT $2000 Weekly Cup #13","22492","6287","6243","1891","16","6"
"17/8 15","Games4u fe (5)","Torpedo (16)","mirage","D!ngIT $2000 Weekly Cup #13","22491","6243","6287","1891","5","16"
"17/8 15","Infused (8)","Choke (16)","overpass","ESL UK Premiership Season 2","22357","4554","6225","1895","8","16"
"17/8 15","k1ck (16)","Playing Ducks (14)","mirage","xfunction Masters Season III","22552","4469","5009","1857","16","14"
"17/8 15","k1ck (19)","Playing Ducks (17)","inferno","xfunction Masters Season III","22550","4469","5009","1857","19","17"
"17/8 15","KILLERFISH (11)","E-frag.net (16)","dust2","DreamHack Open London 2015 Closed Qualifier","22457","5093","6226","1892","11","16"
"17/8 15","E-frag.net (16)","KILLERFISH (14)","cache","DreamHack Open London 2015 Closed Qualifier","22456","6226","5093","1892","16","14"
"17/8 15","CPH Wolves (16)","LDLC White (13)","overpass","DreamHack Open London 2015 Closed Qualifier","22452","4548","6045","1892","16","13"
"17/8 15","LDLC White (12)","CPH Wolves (16)","inferno","DreamHack Open London 2015 Closed Qualifier","22451","6045","4548","1892","12","16"
"17/8 15","fm-eSports (16)","GLG (2)","cache","ESL UK Premiership Season 2","22356","4445","6114","1895","16","2"
"17/8 15","k1ck (11)","Torpedo (16)","mirage","D!ngIT $2000 Weekly Cup #13","22490","6222","6287","1891","11","16"
"17/8 15","Torpedo (7)","k1ck (16)","cbble","D!ngIT $2000 Weekly Cup #13","22489","6287","6222","1891","7","16"
"17/8 15","k1ck (5)","Torpedo (16)","cache","D!ngIT $2000 Weekly Cup #13","22488","6222","6287","1891","5","16"
"17/8 15","OverGaming (12)","dignitas (16)","mirage","Hitbox Arena Showdown Invitational #2","22473","4759","5422","1894","12","16"
"17/8 15","dignitas (16)","OverGaming (4)","cache","Hitbox Arena Showdown Invitational #2","22472","5422","4759","1894","16","4"
"17/8 15","United Estonia (16)","CeX (12)","cache","ESL UK Premiership Season 2","22355","5617","6297","1895","16","12"
"17/8 15","E-frag.net (16)","uX (4)","dust2","xfunction Masters Season III","22549","6226","6154","1857","16","4"
"17/8 15","uX (10)","E-frag.net (16)","cache","xfunction Masters Season III","22548","6154","6226","1857","10","16"
"17/8 15","Publiclir.se (13)","OverGaming (16)","cache","Hitbox Arena Showdown Invitational #2","22471","4477","4759","1894","13","16"
"17/8 15","SK (16)","Phenomenon (9)","cbble","DreamHack Open London 2015 Closed Qualifier","22455","6137","6167","1892","16","9"
"17/8 15","SK (16)","Phenomenon (7)","mirage","DreamHack Open London 2015 Closed Qualifier","22454","6137","6167","1892","16","7"
"17/8 15","SK (14)","Phenomenon (16)","cache","DreamHack Open London 2015 Closed Qualifier","22453","6137","6167","1892","14","16"
"17/8 15","dignitas (16)","Aposis (5)","mirage","Hitbox Arena Showdown Invitational #2","22470","5422","6295","1894","16","5"
"17/8 15","PENTA (16)","Aftermatch (14)","cache","DreamHack Open London 2015 Closed Qualifier","22450","5395","5610","1892","16","14"
"17/8 15","PENTA (16)","Aftermatch (11)","inferno","DreamHack Open London 2015 Closed Qualifier","22449","5395","5610","1892","16","11"
"17/8 15","GamePub (14)","Games4u fe (16)","dust2","D!ngIT $2000 Weekly Cup #13","22487","5273","6243","1891","14","16"
"17/8 15","GamePub (7)","Games4u fe (16)","mirage","D!ngIT $2000 Weekly Cup #13","22486","5273","6243","1891","7","16"
"17/8 15","GamePub (16)","Games4u fe (9)","cache","D!ngIT $2000 Weekly Cup #13","22485","5273","6243","1891","16","9"
"17/8 15","3sUP (4)","LunatiK (16)","cache","CEVO Professional Season 8","22215","6261","5700","1890","4","16"
"17/8 15","LunatiK (16)","3sUP (5)","overpass","CEVO Professional Season 8","22214","5700","6261","1890","16","5"
"17/8 15","Maximum Effort (10)","Conquest (16)","inferno","CEVO Professional Season 8","22213","6262","6292","1890","10","16"
"17/8 15","Conquest (11)","Maximum Effort (16)","cache","CEVO Professional Season 8","22212","6292","6262","1890","11","16"
"16/8 15","Veneration (2)","Aperture (16)","mirage","Fight Night: Season I","22588","6293","6294","1868","2","16"
"16/8 15","Veneration (6)","Aperture (16)","inferno","Fight Night: Season I","22587","6293","6294","1868","6","16"
"16/8 15","dignitas (16)","E-frag.net (10)","overpass","CEVO Professional Season 8","22211","5422","6226","1890","16","10"
"16/8 15","dignitas (16)","E-frag.net (12)","inferno","CEVO Professional Season 8","22210","5422","6226","1890","16","12"
"16/8 15","Acer fe (20)","Games4u fe (22)","dust2","NiP TV Female Challenge","22583","6240","6243","1878","20","22"
"16/8 15","Acer fe (16)","Games4u fe (13)","inferno","NiP TV Female Challenge","22582","6240","6243","1878","16","13"
"16/8 15","Acer fe (3)","Games4u fe (16)","cache","NiP TV Female Challenge","22581","6240","6243","1878","3","16"
"16/8 15","Acer fe (16)","LGB fe (13)","cache","NiP TV Female Challenge","22580","6240","6241","1878","16","13"
"16/8 15","LGB fe (16)","Acer fe (12)","dust2","NiP TV Female Challenge","22579","6241","6240","1878","16","12"
"16/8 15","Acer fe (22)","LGB fe (18)","inferno","NiP TV Female Challenge","22576","6240","6241","1878","22","18"
"16/8 15","CM Storm (17)","LGB fe (19)","inferno","NiP TV Female Challenge","22574","6041","6241","1878","17","19"
"16/8 15","LGB fe (10)","CM Storm (16)","mirage","NiP TV Female Challenge","22573","6241","6041","1878","10","16"
"16/8 15","CM Storm (9)","LGB fe (16)","cbble","NiP TV Female Challenge","22572","6041","6241","1878","9","16"
"14/8 15","Norway (8)","Sweden (16)","mirage","King of Nordic Season 1","22591","5108","5133","1738","8","16"
"14/8 15","Sweden (16)","Denmark (7)","inferno","King of Nordic Season 1","22590","5133","5139","1738","16","7"
"14/8 15","Finland (8)","Sweden (16)","cache","King of Nordic Season 1","22589","5136","5133","1738","8","16"
"14/8 15","volgare (8)","E-frag.net (16)","mirage","GameAgents League Season 2","22401","5579","6226","1881","8","16"
"14/8 15","volgare (10)","E-frag.net (16)","cache","GameAgents League Season 2","22400","5579","6226","1881","10","16"
"14/8 15","dignitas (16)","Dobry&Gaming (6)","cbble","PGL Season 1 EU Qualifiers","22209","5422","5599","1885","16","6"
"14/8 15","dignitas (16)","Dobry&Gaming (10)","overpass","PGL Season 1 EU Qualifiers","22208","5422","5599","1885","16","10"
"14/8 15","Dobry&Gaming (16)","dignitas (5)","mirage","PGL Season 1 EU Qualifiers","22207","5599","5422","1885","16","5"
"14/8 15","dignitas (10)","Dobry&Gaming (16)","cache","PGL Season 1 EU Qualifiers","22206","5422","5599","1885","10","16"
"14/8 15","dignitas (16)","Dobry&Gaming (10)","dust2","PGL Season 1 EU Qualifiers","22205","5422","5599","1885","16","10"
"14/8 15","Greece (14)","Ireland (16)","dust2","World Championships 2015 European Qualifier","22593","5067","5114","1871","14","16"
"14/8 15","Greece (5)","Ireland (16)","cbble","World Championships 2015 European Qualifier","22592","5067","5114","1871","5","16"
"14/8 15","South Africa (6)","Libya (16)","cbble","World Championships 2015 African Qualifier","22715","6282","6285","1880","6","16"
"14/8 15","Algeria (16)","South Africa (1)","dust2","World Championships 2015 African Qualifier","22714","6280","6282","1880","16","1"
"14/8 15","South Africa (2)","Morocco (16)","dust2","World Championships 2015 African Qualifier","22712","6282","6281","1880","2","16"
"14/8 15","Liquid (19)","Tempo Storm (16)","inferno","RGN Pro Series NA","22226","5973","6118","1767","19","16"
"14/8 15","Tempo Storm (2)","Liquid (16)","dust2","RGN Pro Series NA","22225","6118","5973","1767","2","16"
"14/8 15","Nexus (11)","Swarm (16)","mirage","CS Select #24","22717","6239","6291","1888","11","16"
"14/8 15","Swarm (16)","Nexus (10)","cbble","CS Select #24","22716","6291","6239","1888","16","10"
"13/8 15","Space Soldiers (6)","Kinguin (16)","dust2","QuickShot Arena #2","22775","5929","6134","1887","6","16"
"13/8 15","Space Soldiers (5)","Kinguin (16)","train","QuickShot Arena #2","22774","5929","6134","1887","5","16"
"13/8 15","FlipSid3 (9)","E-frag.net (16)","cbble","CEVO Professional Season 8 Placement EU","22777","5988","6226","1848","9","16"
"13/8 15","FlipSid3 (8)","E-frag.net (16)","cache","CEVO Professional Season 8 Placement EU","22776","5988","6226","1848","8","16"
"13/8 15","dignitas (16)","volgare (3)","inferno","GameAgents League Season 2","22399","5422","5579","1881","16","3"
"13/8 15","volgare (6)","dignitas (16)","mirage","GameAgents League Season 2","22398","5579","5422","1881","6","16"
"13/8 15","PiTER (4)","Dobry&Gaming (16)","cache","PGL Season 1 EU Qualifiers","22204","5949","5599","1885","4","16"
"13/8 15","Dobry&Gaming (16)","PiTER (5)","mirage","PGL Season 1 EU Qualifiers","22203","5599","5949","1885","16","5"
"13/8 15","Dobry&Gaming (8)","PiTER (16)","cbble","PGL Season 1 EU Qualifiers","22202","5599","5949","1885","8","16"
"13/8 15","E-frag.net (17)","Kinguin (19)","inferno","QuickShot Arena #2","22772","6226","6134","1887","17","19"
"13/8 15","Kinguin (16)","E-frag.net (14)","dust2","QuickShot Arena #2","22771","6134","6226","1887","16","14"
"13/8 15","EnVyUs (16)","Natus Vincere (9)","mirage","Counter Pit League","22199","5991","4608","1768","16","9"
"13/8 15","Natus Vincere (11)","EnVyUs (16)","inferno","Counter Pit League","22198","4608","5991","1768","11","16"
"13/8 15","uX (16)","Evolution (4)","train","D!ngIT $2000 Weekly Cup #11","22910","6154","6249","1872","16","4"
"13/8 15","uX (26)","Evolution (22)","mirage","D!ngIT $2000 Weekly Cup #11","22907","6154","6249","1872","26","22"
"13/8 15","fnatic (10)","TSM (16)","dust2","Game Show CS:GO League Season 2","22197","4991","5996","1671","10","16"
"13/8 15","TSM (16)","fnatic (4)","inferno","Game Show CS:GO League Season 2","22196","5996","4991","1671","16","4"
"13/8 15","nerdRage (13)","eBettle (16)","train","GameAgents League Season 2","22397","5595","6245","1881","13","16"
"13/8 15","nerdRage (16)","eBettle (3)","dust2","GameAgents League Season 2","22396","5595","6245","1881","16","3"
"13/8 15","dignitas (16)","Aftermatch (7)","dust2","PGL Season 1 EU Qualifiers","22201","5422","5610","1885","16","7"
"13/8 15","dignitas (16)","Aftermatch (5)","overpass","PGL Season 1 EU Qualifiers","22200","5422","5610","1885","16","5"
"13/8 15","Israel (11)","Lithuania (16)","mirage","World Championships 2015 European Qualifier","22711","5077","5112","1871","11","16"
"13/8 15","Israel (16)","Lithuania (19)","inferno","World Championships 2015 European Qualifier","22709","5077","5112","1871","16","19"
"13/8 15","Space Soldiers (14)","Kinguin (16)","inferno","QuickShot Arena #2","22770","5929","6134","1887","14","16"
"13/8 15","Kinguin (21)","Space Soldiers (25)","cache","QuickShot Arena #2","22766","6134","5929","1887","21","25"
"13/8 15","Space Soldiers (14)","Kinguin (16)","dust2","QuickShot Arena #2","22765","5929","6134","1887","14","16"
"13/8 15","Slovenia (16)","Malta (9)","dust2","World Championships 2015 European Qualifier","22708","5073","5754","1871","16","9"
"13/8 15","Slovenia (16)","Malta (11)","inferno","World Championships 2015 European Qualifier","22707","5073","5754","1871","16","11"
"13/8 15","South Africa (1)","Tunisia (16)","inferno","World Championships 2015 African Qualifier","22706","6282","6279","1880","1","16"
"13/8 15","Egypt (16)","South Africa (3)","cache","World Championships 2015 African Qualifier","22705","6278","6282","1880","16","3"
"13/8 15","Egypt (10)","Tunisia (16)","cache","World Championships 2015 African Qualifier","22704","6278","6279","1880","10","16"
"13/8 15","Mortality (9)","Method (16)","dust2","CEVO Professional Season 8 Placement NA","22914","6164","6132","1849","9","16"
"13/8 15","Method (13)","Mortality (16)","inferno","CEVO Professional Season 8 Placement NA","22913","6132","6164","1849","13","16"
"12/8 15","Kinguin (16)","E-frag.net (6)","dust2","CEVO Professional Season 8 Placement EU","22917","6134","6226","1848","16","6"
"12/8 15","Kinguin (7)","E-frag.net (16)","cache","CEVO Professional Season 8 Placement EU","22916","6134","6226","1848","7","16"
"12/8 15","Kinguin (16)","E-frag.net (6)","overpass","CEVO Professional Season 8 Placement EU","22915","6134","6226","1848","16","6"
"12/8 15","PiTER (12)","Phenomenon (16)","cache","D!ngIT $2000 Weekly Cup #12","22902","5949","6167","1870","12","16"
"12/8 15","Phenomenon (8)","PiTER (16)","dust2","D!ngIT $2000 Weekly Cup #12","22901","6167","5949","1870","8","16"
"12/8 15","Epiphany Bolt (9)","Dobry&Gaming (16)","cache","Uprise Champions Cup Season 3","22936","6220","5599","1837","9","16"
"12/8 15","Dobry&Gaming (16)","Epiphany Bolt (12)","train","Uprise Champions Cup Season 3","22935","5599","6220","1837","16","12"
"12/8 15","Dobry&Gaming (11)","Epiphany Bolt (16)","mirage","Uprise Champions Cup Season 3","22934","5599","6220","1837","11","16"
"12/8 15","HellRaisers (2)","FlipSid3 (16)","train","CEVO Professional Season 8 Placement EU","22951","5310","5988","1848","2","16"
"12/8 15","HellRaisers (11)","FlipSid3 (16)","cbble","CEVO Professional Season 8 Placement EU","22950","5310","5988","1848","11","16"
"12/8 15","HellRaisers (16)","FlipSid3 (13)","overpass","CEVO Professional Season 8 Placement EU","22949","5310","5988","1848","16","13"
"12/8 15","Fraternitas (16)","PENTA (9)","inferno","99Damage Arena #12","22938","4573","5395","1884","16","9"
"12/8 15","Fraternitas (16)","PENTA (11)","cache","99Damage Arena #12","22937","4573","5395","1884","16","11"
"12/8 15","Cyprus (10)","Croatia (16)","inferno","World Championships 2015 European Qualifier","22703","5755","5076","1871","10","16"
"12/8 15","Croatia (16)","Cyprus (13)","cache","World Championships 2015 European Qualifier","22702","5076","5755","1871","16","13"
"12/8 15","Croatia (12)","Cyprus (16)","dust2","World Championships 2015 European Qualifier","22701","5076","5755","1871","12","16"
"12/8 15","Dobry&Gaming (5)","E-frag.net (16)","cache","QuickShot Arena #2","22764","5599","6226","1887","5","16"
"12/8 15","Dobry&Gaming (16)","E-frag.net (13)","dust2","QuickShot Arena #2","22763","5599","6226","1887","16","13"
"12/8 15","Dobry&Gaming (10)","E-frag.net (16)","mirage","QuickShot Arena #2","22762","5599","6226","1887","10","16"
"12/8 15","mousesports (13)","Kinguin (16)","train","PGL Season 1 EU Qualifiers","22184","4494","6134","1885","13","16"
"12/8 15","mousesports (7)","Kinguin (16)","dust2","PGL Season 1 EU Qualifiers","22183","4494","6134","1885","7","16"
"12/8 15","mousesports (5)","Kinguin (16)","cache","PGL Season 1 EU Qualifiers","22182","4494","6134","1885","5","16"
"12/8 15","OverGaming (5)","PENTA (16)","mirage","99Damage Arena #12","22940","4759","5395","1884","5","16"
"12/8 15","PENTA (16)","OverGaming (6)","inferno","99Damage Arena #12","22939","5395","4759","1884","16","6"
"12/8 15","ROCCAT (11)","Nostalgie (16)","mirage","Uprise Champions Cup Season 3","22921","4475","4742","1837","11","16"
"12/8 15","ROCCAT (13)","Nostalgie (16)","inferno","Uprise Champions Cup Season 3","22920","4475","4742","1837","13","16"
"12/8 15","Nostalgie (4)","ROCCAT (16)","dust2","Uprise Champions Cup Season 3","22919","4742","4475","1837","4","16"
"12/8 15","Montenegro (13)","Romania (16)","cache","World Championships 2015 European Qualifier","22700","5075","5105","1871","13","16"
"12/8 15","Montenegro (9)","Romania (16)","cbble","World Championships 2015 European Qualifier","22699","5075","5105","1871","9","16"
"12/8 15","Algeria (9)","Egypt (16)","cache","World Championships 2015 African Qualifier","22698","6280","6278","1880","9","16"
"12/8 15","Tunisia (16)","Libya (6)","inferno","World Championships 2015 African Qualifier","22697","6279","6285","1880","16","6"
"12/8 15","Algeria (15)","Libya (15)","dust2","World Championships 2015 African Qualifier","22670","6280","6285","1880","15","15"
"12/8 15","Mortality (16)","Enemy (13)","dust2","CEVO Professional Season 8 Placement NA","23217","6164","6191","1849","16","13"
"12/8 15","Enemy (6)","Mortality (16)","train","CEVO Professional Season 8 Placement NA","23216","6191","6164","1849","6","16"
"12/8 15","Mortality (12)","Enemy (16)","cache","CEVO Professional Season 8 Placement NA","23215","6164","6191","1849","12","16"
"12/8 15","ACE (14)","BTY (16)","train","WinOut.net 20k Qualifier #2","23220","6117","6288","1859","14","16"
"12/8 15","ACE (16)","BTY (6)","cache","WinOut.net 20k Qualifier #2","23219","6117","6288","1859","16","6"
"12/8 15","ACE (12)","BTY (16)","cbble","WinOut.net 20k Qualifier #2","23218","6117","6288","1859","12","16"
"12/8 15","eLevate (31)","Method (27)","inferno","CEVO Professional Season 8 Placement NA","23224","5775","6132","1849","31","27"
"12/8 15","eLevate (16)","Method (19)","cache","CEVO Professional Season 8 Placement NA","23222","5775","6132","1849","16","19"
"12/8 15","Method (7)","eLevate (16)","mirage","CEVO Professional Season 8 Placement NA","23221","6132","5775","1849","7","16"
"11/8 15","ROCCAT (13)","PiTER (16)","mirage","D!ngIT $2000 Weekly Cup #12","22900","4475","5949","1870","13","16"
"11/8 15","OverGaming (16)","AlienTech (12)","cache","99Damage Arena #12","22945","4759","5524","1884","16","12"
"11/8 15","AlienTech (4)","OverGaming (16)","dust2","99Damage Arena #12","22944","5524","4759","1884","4","16"
"11/8 15","Kinguin (16)","HellRaisers (11)","inferno","PGL Season 1 EU Qualifiers","22181","6134","5310","1885","16","11"
"11/8 15","HellRaisers (16)","Kinguin (14)","cache","PGL Season 1 EU Qualifiers","22180","5310","6134","1885","16","14"
"11/8 15","HellRaisers (2)","Kinguin (16)","dust2","PGL Season 1 EU Qualifiers","22179","5310","6134","1885","2","16"
"11/8 15","Epsilon (14)","E-frag.net (16)","cache","RGN Pro Series EU","23440","6124","6226","1761","14","16"
"11/8 15","Epsilon (16)","E-frag.net (13)","mirage","RGN Pro Series EU","23439","6124","6226","1761","16","13"
"11/8 15","E-frag.net (16)","Epsilon (11)","overpass","RGN Pro Series EU","23438","6226","6124","1761","16","11"
"11/8 15","PiTER (16)","CAZ (12)","cache","D!ngIT $2000 Weekly Cup #12","22899","5949","6058","1870","16","12"
"11/8 15","Natus Vincere (16)","dignitas (9)","train","Global Offensive Champions League Season 1","23443","4608","5422","1681","16","9"
"11/8 15","Natus Vincere (21)","dignitas (15)","mirage","Global Offensive Champions League Season 1","23441","4608","5422","1681","21","15"
"11/8 15","Luxembourg (7)","Spain (16)","inferno","World Championships 2015 European Qualifier","22668","5069","5101","1871","7","16"
"11/8 15","Luxembourg (5)","Spain (16)","dust2","World Championships 2015 European Qualifier","22667","5069","5101","1871","5","16"
"11/8 15","OverGaming (16)","MTW (12)","mirage","99Damage Arena #12","22943","4759","6286","1884","16","12"
"11/8 15","OverGaming (16)","MTW (14)","dust2","99Damage Arena #12","22942","4759","6286","1884","16","14"
"11/8 15","OverGaming (11)","MTW (16)","cache","99Damage Arena #12","22941","4759","6286","1884","11","16"
"11/8 15","E-frag.net (16)","Reason (10)","dust2","GameAgents League Season 2","22395","6226","5208","1881","16","10"
"11/8 15","Reason (6)","E-frag.net (16)","mirage","GameAgents League Season 2","22394","5208","6226","1881","6","16"
"11/8 15","Torpedo (4)","mousesports (16)","cache","PGL Season 1 EU Qualifiers","22178","6287","4494","1885","4","16"
"11/8 15","mousesports (16)","Torpedo (6)","dust2","PGL Season 1 EU Qualifiers","22177","4494","6287","1885","16","6"
"11/8 15","Iceland (16)","Albania (3)","mirage","World Championships 2015 European Qualifier","22666","5078","6284","1871","16","3"
"11/8 15","Iceland (16)","Albania (3)","dust2","World Championships 2015 European Qualifier","22665","5078","6284","1871","16","3"
"11/8 15","Morocco (6)","Egypt (16)","dust2","World Championships 2015 African Qualifier","22664","6281","6278","1880","6","16"
"11/8 15","Tunisia (16)","Morocco (3)","cache","World Championships 2015 African Qualifier","22663","6279","6281","1880","16","3"
"11/8 15","Tunisia (16)","Algeria (12)","inferno","World Championships 2015 African Qualifier","22662","6279","6280","1880","16","12"
"11/8 15","Enemy (16)","Venom (6)","cbble","CEVO Professional Season 8 Placement NA","23457","6191","6253","1849","16","6"
"11/8 15","Enemy (16)","Venom (10)","dust2","CEVO Professional Season 8 Placement NA","23456","6191","6253","1849","16","10"
"11/8 15","WOOSAH (12)","LunatiK (16)","inferno","CS Select #22","23460","6055","5700","1883","12","16"
"11/8 15","LunatiK (16)","WOOSAH (14)","dust2","CS Select #22","23459","5700","6055","1883","16","14"
"11/8 15","LunatiK (16)","WOOSAH (10)","overpass","CS Select #22","23458","5700","6055","1883","16","10"
"11/8 15","SKDC (20)","Method (26)","train","PGL Season 1 NA Qualifier","23533","5454","6132","1877","20","26"
"11/8 15","SKDC (16)","Method (10)","inferno","PGL Season 1 NA Qualifier","23532","5454","6132","1877","16","10"
"11/8 15","Method (11)","SKDC (16)","mirage","PGL Season 1 NA Qualifier","23531","6132","5454","1877","11","16"
"11/8 15","SKDC (8)","Method (16)","dust2","PGL Season 1 NA Qualifier","23530","5454","6132","1877","8","16"
"11/8 15","SKDC (5)","Method (16)","cache","PGL Season 1 NA Qualifier","23529","5454","6132","1877","5","16"
"10/8 15","FlipSid3 (16)","INFINITY (3)","cbble","CEVO Professional Season 8 Placement EU","23462","5988","6138","1848","16","3"
"10/8 15","FlipSid3 (16)","INFINITY (14)","cache","CEVO Professional Season 8 Placement EU","23461","5988","6138","1848","16","14"
"10/8 15","ROCCAT (18)","Phenomenon (21)","cache","D!ngIT $2000 Weekly Cup #12","22897","4475","6167","1870","18","21"
"10/8 15","ROCCAT (14)","Phenomenon (16)","dust2","D!ngIT $2000 Weekly Cup #12","22896","4475","6167","1870","14","16"
"10/8 15","Property (7)","HellRaisers (16)","cbble","CEVO Professional Season 8 Placement EU","23820","5319","5310","1848","7","16"
"10/8 15","HellRaisers (16)","Property (19)","cache","CEVO Professional Season 8 Placement EU","23818","5310","5319","1848","16","19"
"10/8 15","HellRaisers (16)","Property (12)","overpass","CEVO Professional Season 8 Placement EU","23817","5310","5319","1848","16","12"
"10/8 15","PENTA (5)","TSM (16)","train","Counter Pit League","23464","5395","5996","1768","5","16"
"10/8 15","TSM (16)","PENTA (8)","mirage","Counter Pit League","23463","5996","5395","1768","16","8"
"10/8 15","CAZ (6)","ROCCAT (16)","dust2","D!ngIT $2000 Weekly Cup #12","22895","6058","4475","1870","6","16"
"10/8 15","ROCCAT (16)","CAZ (11)","cache","D!ngIT $2000 Weekly Cup #12","22894","4475","6058","1870","16","11"
"10/8 15","Georgia (16)","Austria (12)","inferno","World Championships 2015 European Qualifier","22661","6283","5104","1871","16","12"
"10/8 15","Austria (14)","Georgia (16)","dust2","World Championships 2015 European Qualifier","22660","5104","6283","1871","14","16"
"10/8 15","Austria (16)","Georgia (7)","cache","World Championships 2015 European Qualifier","22659","5104","6283","1871","16","7"
"10/8 15","Dobry&Gaming (16)","Evolution (2)","train","GameAgents League Season 2","22393","5599","6249","1881","16","2"
"10/8 15","Dobry&Gaming (16)","Evolution (11)","mirage","GameAgents League Season 2","22392","5599","6249","1881","16","11"
"10/8 15","PiTER (14)","Phenomenon (16)","cache","D!ngIT $2000 Weekly Cup #12","22893","5949","6167","1870","14","16"
"10/8 15","Phenomenon (16)","PiTER (14)","mirage","D!ngIT $2000 Weekly Cup #12","22892","6167","5949","1870","16","14"
"10/8 15","Moldova (16)","Azerbaijan (7)","inferno","World Championships 2015 European Qualifier","22655","5080","6277","1871","16","7"
"10/8 15","Moldova (16)","Azerbaijan (12)","cache","World Championships 2015 European Qualifier","22654","5080","6277","1871","16","12"
"10/8 15","Epiphany Bolt (22)","eBettle (19)","overpass","Uprise Champions Cup Season 3","23822","6220","6245","1837","22","19"
"10/8 15","Epiphany Bolt (16)","eBettle (13)","mirage","Uprise Champions Cup Season 3","23821","6220","6245","1837","16","13"
"10/8 15","Libya (10)","Egypt (16)","cache","World Championships 2015 African Qualifier","22653","6285","6278","1880","10","16"
"10/8 15","Morocco (16)","Libya (6)","cache","World Championships 2015 African Qualifier","22652","6281","6285","1880","16","6"
"10/8 15","Algeria (15)","Morocco (15)","dust2","World Championships 2015 African Qualifier","22650","6280","6281","1880","15","15"
"10/8 15","Astral Authority (20)","Mortality (22)","train","CEVO Professional Season 8 Placement NA","23827","6166","6164","1849","20","22"
"10/8 15","Mortality (13)","Astral Authority (16)","cache","CEVO Professional Season 8 Placement NA","23826","6164","6166","1849","13","16"
"10/8 15","Mortality (16)","Astral Authority (12)","inferno","CEVO Professional Season 8 Placement NA","23825","6164","6166","1849","16","12"
"9/8 15","Property fe (4)","LGB fe (16)","mirage","NiP TV Female Challenge","22568","6083","6241","1878","4","16"
"9/8 15","LGB fe (16)","Property fe (2)","dust2","NiP TV Female Challenge","22567","6241","6083","1878","16","2"
"9/8 15","CM Storm (16)","melty fe (13)","inferno","NiP TV Female Challenge","22570","6041","6082","1878","16","13"
"9/8 15","CM Storm (16)","melty fe (8)","mirage","NiP TV Female Challenge","22569","6041","6082","1878","16","8"
"9/8 15","HellRaisers (10)","dignitas (16)","overpass","Global Offensive Champions League Season 1","23445","5310","5422","1681","10","16"
"9/8 15","dignitas (16)","HellRaisers (2)","mirage","Global Offensive Champions League Season 1","23444","5422","5310","1681","16","2"
"9/8 15","In-Finity (16)","Altitude (5)","cache","Fight Night: Season I","23831","5849","6276","1868","16","5"
"9/8 15","In-Finity (16)","Altitude (12)","overpass","Fight Night: Season I","23830","5849","6276","1868","16","12"
"9/8 15","Acer fe (16)","LGB fe (7)","mirage","NiP TV Female Challenge","22565","6240","6241","1878","16","7"
"9/8 15","LGB fe (9)","Acer fe (16)","cache","NiP TV Female Challenge","22564","6241","6240","1878","9","16"
"9/8 15","Acer fe (17)","LGB fe (19)","dust2","NiP TV Female Challenge","22562","6240","6241","1878","17","19"
"9/8 15","melty fe (9)","Games4u fe (16)","dust2","NiP TV Female Challenge","22561","6082","6243","1878","9","16"
"9/8 15","melty fe (9)","Games4u fe (16)","mirage","NiP TV Female Challenge","22560","6082","6243","1878","9","16"
"9/8 15","melty fe (16)","Games4u fe (12)","cache","NiP TV Female Challenge","22559","6082","6243","1878","16","12"
"9/8 15","mousesports (16)","PENTA (4)","overpass","ESL Sommermeisterschaft 2015 Finals","22176","4494","5395","1879","16","4"
"9/8 15","mousesports (16)","PENTA (4)","cache","ESL Sommermeisterschaft 2015 Finals","22175","4494","5395","1879","16","4"
"9/8 15","LGB fe (16)","CM Storm (8)","cache","NiP TV Female Challenge","22558","6241","6041","1878","16","8"
"9/8 15","CM Storm (16)","LGB fe (9)","cbble","NiP TV Female Challenge","22557","6041","6241","1878","16","9"
"9/8 15","CM Storm (14)","LGB fe (16)","inferno","NiP TV Female Challenge","22556","6041","6241","1878","14","16"
"9/8 15","Property fe (14)","melty fe (16)","cache","NiP TV Female Challenge","22555","6083","6082","1878","14","16"
"9/8 15","melty fe (16)","Property fe (7)","mirage","NiP TV Female Challenge","22554","6082","6083","1878","16","7"
"9/8 15","mousesports (19)","Planetkey (15)","cbble","ESL Sommermeisterschaft 2015 Finals","22173","4494","5195","1879","19","15"
"9/8 15","Planetkey (5)","mousesports (16)","dust2","ESL Sommermeisterschaft 2015 Finals","22172","5195","4494","1879","5","16"
"9/8 15","mousesports (11)","Planetkey (16)","cache","ESL Sommermeisterschaft 2015 Finals","22171","4494","5195","1879","11","16"
"9/8 15","PENTA (16)","uX (6)","cache","ESL Sommermeisterschaft 2015 Finals","22170","5395","6154","1879","16","6"
"9/8 15","uX (7)","PENTA (16)","inferno","ESL Sommermeisterschaft 2015 Finals","22169","6154","5395","1879","7","16"
