"date","team1","team2","map","event","matchid","teamid1","teamid2","eventid","score1","score2"
"9/8 15","LunatiK (8)","SKDC (16)","inferno","PGL Season 1 NA Qualifier","23541","5700","5454","1877","8","16"
"9/8 15","SKDC (13)","LunatiK (16)","mirage","PGL Season 1 NA Qualifier","23540","5454","5700","1877","13","16"
"9/8 15","SKDC (16)","LunatiK (12)","dust2","PGL Season 1 NA Qualifier","23539","5454","5700","1877","16","12"
"9/8 15","3sUP (6)","Method (16)","inferno","PGL Season 1 NA Qualifier","23538","6261","6132","1877","6","16"
"9/8 15","Method (16)","3sUP (14)","train","PGL Season 1 NA Qualifier","23537","6132","6261","1877","16","14"
"9/8 15","Method (10)","3sUP (16)","cbble","PGL Season 1 NA Qualifier","23536","6132","6261","1877","10","16"
"8/8 15","nerdRage (16)","CAZ (14)","cache","Multifrags Invitational 2015","23843","5595","6058","1873","16","14"
"8/8 15","nerdRage (16)","CAZ (4)","dust2","Multifrags Invitational 2015","23842","5595","6058","1873","16","4"
"8/8 15","k1ck (2)","Phenomenon (16)","cache","Multifrags Invitational 2015","23836","4469","6167","1873","2","16"
"8/8 15","k1ck (9)","Phenomenon (16)","cbble","Multifrags Invitational 2015","23835","4469","6167","1873","9","16"
"8/8 15","k1ck (14)","CAZ (16)","dust2","Multifrags Invitational 2015","23841","4469","6058","1873","14","16"
"8/8 15","CAZ (10)","k1ck (16)","inferno","Multifrags Invitational 2015","23840","6058","4469","1873","10","16"
"8/8 15","k1ck (13)","CAZ (16)","cache","Multifrags Invitational 2015","23839","4469","6058","1873","13","16"
"8/8 15","Pries (4)","Dobry&Gaming (16)","cbble","Uprise Champions Cup Season 3","23845","6237","5599","1837","4","16"
"8/8 15","Dobry&Gaming (16)","Pries (10)","cache","Uprise Champions Cup Season 3","23844","5599","6237","1837","16","10"
"8/8 15","nerdRage (16)","Phenomenon (12)","cache","Multifrags Invitational 2015","23838","5595","6167","1873","16","12"
"8/8 15","Phenomenon (3)","nerdRage (16)","dust2","Multifrags Invitational 2015","23837","6167","5595","1873","3","16"
"8/8 15","k1ck (16)","PiTER (11)","cbble","Multifrags Invitational 2015","23834","4469","5949","1873","16","11"
"8/8 15","k1ck (6)","PiTER (16)","cache","Multifrags Invitational 2015","23833","4469","5949","1873","6","16"
"8/8 15","PiTER (6)","k1ck (16)","inferno","Multifrags Invitational 2015","23832","5949","4469","1873","6","16"
"8/8 15","EnVyUs (16)","TSM (12)","inferno","IEM Gamescom 2015","22168","5991","5996","1861","16","12"
"8/8 15","EnVyUs (16)","TSM (9)","cbble","IEM Gamescom 2015","22167","5991","5996","1861","16","9"
"8/8 15","EnVyUs (16)","TSM (3)","cache","IEM Gamescom 2015","22166","5991","5996","1861","16","3"
"8/8 15","TSM (16)","Renegades (4)","dust2","IEM Gamescom 2015","22165","5996","6211","1861","16","4"
"7/8 15","CAZ (16)","Publiclir.se (11)","cache","Multifrags Invitational 2015","23853","6058","4477","1873","16","11"
"7/8 15","Publiclir.se (16)","CAZ (11)","inferno","Multifrags Invitational 2015","23852","4477","6058","1873","16","11"
"7/8 15","Publiclir.se (8)","CAZ (16)","dust2","Multifrags Invitational 2015","23851","4477","6058","1873","8","16"
"7/8 15","Phenomenon (16)","Crystallize (11)","mirage","Multifrags Invitational 2015","23850","6167","6274","1873","16","11"
"7/8 15","Phenomenon (16)","Crystallize (2)","cache","Multifrags Invitational 2015","23849","6167","6274","1873","16","2"
"7/8 15","EnVyUs (19)","mousesports (17)","cache","IEM Gamescom 2015","22163","5991","4494","1861","19","17"
"7/8 15","ROCCAT (5)","PiTER (16)","mirage","Uprise Champions Cup Season 3","23856","4475","5949","1837","5","16"
"7/8 15","ROCCAT (16)","PiTER (19)","cache","Uprise Champions Cup Season 3","23854","4475","5949","1837","16","19"
"7/8 15","EYES ON U (10)","nerdRage (16)","mirage","Multifrags Invitational 2015","23848","6275","5595","1873","10","16"
"7/8 15","nerdRage (16)","EYES ON U (8)","dust2","Multifrags Invitational 2015","23847","5595","6275","1873","16","8"
"7/8 15","nerdRage (5)","EYES ON U (16)","cbble","Multifrags Invitational 2015","23846","5595","6275","1873","5","16"
"7/8 15","TSM (16)","SK (6)","overpass","IEM Gamescom 2015","22162","5996","6137","1861","16","6"
"7/8 15","mousesports (16)","EnVyUs (11)","train","IEM Gamescom 2015","22161","4494","5991","1861","16","11"
"7/8 15","SK (15)","TSM (19)","cbble","IEM Gamescom 2015","22159","6137","5996","1861","15","19"
"7/8 15","mousesports (8)","EnVyUs (16)","dust2","IEM Gamescom 2015","22158","4494","5991","1861","8","16"
"7/8 15","CLG (7)","TSM (16)","inferno","IEM Gamescom 2015","22157","5974","5996","1861","7","16"
"6/8 15","k1ck (6)","E-frag.net (16)","cache","xfunction Masters Season III","22547","4469","6226","1857","6","16"
"6/8 15","E-frag.net (16)","k1ck (9)","inferno","xfunction Masters Season III","22546","6226","4469","1857","16","9"
"6/8 15","SK (19)","Renegades (16)","cbble","IEM Gamescom 2015","22155","6137","6211","1861","19","16"
"6/8 15","mousesports (8)","TSM (16)","dust2","IEM Gamescom 2015","22154","4494","5996","1861","8","16"
"6/8 15","Renegades (16)","SK (14)","mirage","IEM Gamescom 2015","22153","6211","6137","1861","16","14"
"6/8 15","CLG (13)","EnVyUs (16)","inferno","IEM Gamescom 2015","22152","5974","5991","1861","13","16"
"6/8 15","SK (10)","Renegades (16)","cache","IEM Gamescom 2015","22151","6137","6211","1861","10","16"
"6/8 15","TSM (16)","CLG (12)","train","IEM Gamescom 2015","22150","5996","5974","1861","16","12"
"5/8 15","Playing Ducks (12)","uX (16)","inferno","xfunction Masters Season III","22545","5009","6154","1857","12","16"
"5/8 15","Playing Ducks (7)","uX (16)","cache","xfunction Masters Season III","22544","5009","6154","1857","7","16"
"5/8 15","Playing Ducks (16)","uX (9)","dust2","xfunction Masters Season III","22543","5009","6154","1857","16","9"
"5/8 15","mousesports (13)","EnVyUs (16)","inferno","IEM Gamescom 2015","22149","4494","5991","1861","13","16"
"5/8 15","TSM (16)","Renegades (6)","mirage","IEM Gamescom 2015","22148","5996","6211","1861","16","6"
"5/8 15","CLG (12)","SK (16)","overpass","IEM Gamescom 2015","22147","5974","6137","1861","12","16"
"5/8 15","mousesports (16)","Renegades (2)","dust2","IEM Gamescom 2015","22146","4494","6211","1861","16","2"
"5/8 15","TSM (11)","EnVyUs (16)","cbble","IEM Gamescom 2015","22145","5996","5991","1861","11","16"
"2/8 15","Cloud9 (16)","eLevate (5)","cache","ESL One Cologne 2015 NA Qualifier","22144","5752","5775","1809","16","5"
"2/8 15","Cloud9 (16)","eLevate (7)","inferno","ESL One Cologne 2015 NA Qualifier","22143","5752","5775","1809","16","7"
"2/8 15","CLG (16)","Liquid (14)","mirage","ESL One Cologne 2015 NA Qualifier","22142","5974","5973","1809","16","14"
"2/8 15","Liquid (9)","CLG (16)","cache","ESL One Cologne 2015 NA Qualifier","22141","5973","5974","1809","9","16"
"2/8 15","Mythic (13)","eLevate (16)","mirage","ESL One Cologne 2015 NA Qualifier","22140","5479","5775","1809","13","16"
"2/8 15","mousesports (10)","HellRaisers (16)","mirage","Acer Predator Masters powered by Intel Season 1 Finals","22139","4494","5310","1757","10","16"
"2/8 15","mousesports (10)","HellRaisers (16)","cbble","Acer Predator Masters powered by Intel Season 1 Finals","22138","4494","5310","1757","10","16"
"2/8 15","HellRaisers (16)","mousesports (13)","train","Acer Predator Masters powered by Intel Season 1 Finals","22137","5310","4494","1757","16","13"
"2/8 15","mousesports (16)","HellRaisers (14)","overpass","Acer Predator Masters powered by Intel Season 1 Finals","22136","4494","5310","1757","16","14"
"2/8 15","mousesports (9)","HellRaisers (16)","dust2","Acer Predator Masters powered by Intel Season 1 Finals","22135","4494","5310","1757","9","16"
"2/8 15","HellRaisers (12)","mousesports (16)","cache","Acer Predator Masters powered by Intel Season 1 Finals","22134","5310","4494","1757","12","16"
"2/8 15","Liquid (16)","Tempo Storm (10)","cache","ESL One Cologne 2015 NA Qualifier","22133","5973","6118","1809","16","10"
"2/8 15","HellRaisers (16)","E-frag.net (13)","overpass","Acer Predator Masters powered by Intel Season 1 Finals","22132","5310","6226","1757","16","13"
"2/8 15","HellRaisers (16)","E-frag.net (10)","cbble","Acer Predator Masters powered by Intel Season 1 Finals","22131","5310","6226","1757","16","10"
"2/8 15","HellRaisers (11)","E-frag.net (16)","cache","Acer Predator Masters powered by Intel Season 1 Finals","22130","5310","6226","1757","11","16"
"2/8 15","eLevate (16)","Maximum Effort (3)","cbble","ESL One Cologne 2015 NA Qualifier","22110","5775","6262","1809","16","3"
"2/8 15","Mythic (14)","CLG (16)","dust2","ESL One Cologne 2015 NA Qualifier","22109","5479","5974","1809","14","16"
"2/8 15","Mythic (16)","Maximum Effort (13)","cache","ESL One Cologne 2015 NA Qualifier","22107","5479","6262","1809","16","13"
"1/8 15","eLevate (11)","CLG (16)","overpass","ESL One Cologne 2015 NA Qualifier","22105","5775","5974","1809","11","16"
"1/8 15","dignitas (3)","HellRaisers (16)","cache","Acer Predator Masters powered by Intel Season 1 Finals","22108","5422","5310","1757","3","16"
"1/8 15","HellRaisers (8)","dignitas (16)","cbble","Acer Predator Masters powered by Intel Season 1 Finals","22106","5310","5422","1757","8","16"
"1/8 15","HellRaisers (19)","dignitas (17)","dust2","Acer Predator Masters powered by Intel Season 1 Finals","22103","5310","5422","1757","19","17"
"1/8 15","Noble (10)","Tempo Storm (16)","cache","ESL One Cologne 2015 NA Qualifier","22100","6135","6118","1809","10","16"
"1/8 15","Cloud9 (16)","Liquid (10)","dust2","ESL One Cologne 2015 NA Qualifier","22099","5752","5973","1809","16","10"
"1/8 15","eBettle (16)","ROCCAT (12)","mirage","Assembly Summer 2015 AMD CS:GO Challenge","22129","6245","4475","1833","16","12"
"1/8 15","ROCCAT (16)","eBettle (7)","dust2","Assembly Summer 2015 AMD CS:GO Challenge","22128","4475","6245","1833","16","7"
"1/8 15","ROCCAT (18)","eBettle (22)","cbble","Assembly Summer 2015 AMD CS:GO Challenge","22125","4475","6245","1833","18","22"
"1/8 15","Liquid (16)","Tempo Storm (11)","cache","ESL One Cologne 2015 NA Qualifier","22096","5973","6118","1809","16","11"
"1/8 15","mousesports (16)","E-frag.net (14)","dust2","Acer Predator Masters powered by Intel Season 1 Finals","22098","4494","6226","1757","16","14"
"1/8 15","E-frag.net (16)","mousesports (11)","cache","Acer Predator Masters powered by Intel Season 1 Finals","22097","6226","4494","1757","16","11"
"1/8 15","mousesports (16)","E-frag.net (7)","overpass","Acer Predator Masters powered by Intel Season 1 Finals","22095","4494","6226","1757","16","7"
"1/8 15","Cloud9 (16)","Noble (2)","cbble","ESL One Cologne 2015 NA Qualifier","22094","5752","6135","1809","16","2"
"1/8 15","HellRaisers (16)","SK (3)","dust2","Acer Predator Masters powered by Intel Season 1 Finals","22093","5310","6137","1757","16","3"
"1/8 15","SK (7)","HellRaisers (16)","cbble","Acer Predator Masters powered by Intel Season 1 Finals","22092","6137","5310","1757","7","16"
"1/8 15","HellRaisers (5)","SK (16)","overpass","Acer Predator Masters powered by Intel Season 1 Finals","22091","5310","6137","1757","5","16"
"1/8 15","eBettle (16)","Epiphany Bolt (11)","overpass","Assembly Summer 2015 AMD CS:GO Challenge","22124","6245","6220","1833","16","11"
"1/8 15","Epiphany Bolt (5)","eBettle (16)","dust2","Assembly Summer 2015 AMD CS:GO Challenge","22123","6220","6245","1833","5","16"
"1/8 15","PENTA (10)","dignitas (16)","mirage","Acer Predator Masters powered by Intel Season 1 Finals","22090","5395","5422","1757","10","16"
"1/8 15","dignitas (16)","PENTA (11)","dust2","Acer Predator Masters powered by Intel Season 1 Finals","22089","5422","5395","1757","16","11"
"1/8 15","ROCCAT (16)","Jynttä (13)","inferno","Assembly Summer 2015 AMD CS:GO Challenge","22122","4475","5828","1833","16","13"
"1/8 15","ROCCAT (16)","Jynttä (4)","dust2","Assembly Summer 2015 AMD CS:GO Challenge","22121","4475","5828","1833","16","4"
"31/7 15","mousesports (16)","SK (6)","dust2","Acer Predator Masters powered by Intel Season 1 Finals","22088","4494","6137","1757","16","6"
"31/7 15","mousesports (16)","SK (5)","train","Acer Predator Masters powered by Intel Season 1 Finals","22087","4494","6137","1757","16","5"
"31/7 15","UNLEASHED (14)","Epiphany Bolt (16)","mirage","Assembly Summer 2015 AMD CS:GO Challenge","22120","6029","6220","1833","14","16"
"31/7 15","HellRaisers (16)","TSM (14)","mirage","Acer Predator Masters powered by Intel Season 1 Finals","22086","5310","5996","1757","16","14"
"31/7 15","HellRaisers (16)","TSM (10)","dust2","Acer Predator Masters powered by Intel Season 1 Finals","22085","5310","5996","1757","16","10"
"31/7 15","Epiphany Bolt (4)","Jynttä (16)","mirage","Assembly Summer 2015 AMD CS:GO Challenge","22119","6220","5828","1833","4","16"
"31/7 15","Lions (11)","UNLEASHED (16)","mirage","Assembly Summer 2015 AMD CS:GO Challenge","22118","4736","6029","1833","11","16"
"31/7 15","PENTA (16)","KILLERFISH (5)","mirage","Acer Predator Masters powered by Intel Season 1 Finals","22084","5395","5093","1757","16","5"
"31/7 15","KILLERFISH (14)","PENTA (16)","inferno","Acer Predator Masters powered by Intel Season 1 Finals","22083","5093","5395","1757","14","16"
"31/7 15","Lions (8)","Epiphany Bolt (16)","train","Assembly Summer 2015 AMD CS:GO Challenge","22117","4736","6220","1833","8","16"
"31/7 15","UNLEASHED (11)","Jynttä (16)","dust2","Assembly Summer 2015 AMD CS:GO Challenge","22116","6029","5828","1833","11","16"
"31/7 15","dignitas (17)","E-frag.net (19)","cache","Acer Predator Masters powered by Intel Season 1 Finals","22081","5422","6226","1757","17","19"
"31/7 15","E-frag.net (16)","dignitas (9)","dust2","Acer Predator Masters powered by Intel Season 1 Finals","22080","6226","5422","1757","16","9"
"31/7 15","mousesports (19)","PENTA (15)","cache","Acer Predator Masters powered by Intel Season 1 Finals","22078","4494","5395","1757","19","15"
"31/7 15","mousesports (16)","PENTA (7)","overpass","Acer Predator Masters powered by Intel Season 1 Finals","22077","4494","5395","1757","16","7"
"30/7 15","TSM (8)","E-frag.net (16)","overpass","Acer Predator Masters powered by Intel Season 1 Finals","22076","5996","6226","1757","8","16"
"30/7 15","ROCCAT (16)","SkitLite (8)","cache","Assembly Summer 2015 AMD CS:GO Challenge","22115","4475","6263","1833","16","8"
"30/7 15","SkitLite (16)","KappaKappa (11)","cache","Assembly Summer 2015 AMD CS:GO Challenge","22114","6263","6264","1833","16","11"
"30/7 15","ROCCAT (13)","eBettle (16)","dust2","Assembly Summer 2015 AMD CS:GO Challenge","22113","4475","6245","1833","13","16"
"30/7 15","TSM (12)","E-frag.net (16)","mirage","Acer Predator Masters powered by Intel Season 1 Finals","22075","5996","6226","1757","12","16"
"30/7 15","E-frag.net (4)","TSM (16)","inferno","Acer Predator Masters powered by Intel Season 1 Finals","22074","6226","5996","1757","4","16"
"30/7 15","KILLERFISH (5)","SK (16)","mirage","Acer Predator Masters powered by Intel Season 1 Finals","22073","5093","6137","1757","5","16"
"30/7 15","KILLERFISH (13)","SK (16)","train","Acer Predator Masters powered by Intel Season 1 Finals","22072","5093","6137","1757","13","16"
"30/7 15","SK (5)","KILLERFISH (16)","cache","Acer Predator Masters powered by Intel Season 1 Finals","22071","6137","5093","1757","5","16"
"30/7 15","ROCCAT (16)","KappaKappa (4)","mirage","Assembly Summer 2015 AMD CS:GO Challenge","22112","4475","6264","1833","16","4"
"30/7 15","SkitLite (8)","eBettle (16)","cbble","Assembly Summer 2015 AMD CS:GO Challenge","22111","6263","6245","1833","8","16"
"30/7 15","HellRaisers (11)","dignitas (16)","cbble","Acer Predator Masters powered by Intel Season 1 Finals","22070","5310","5422","1757","11","16"
"30/7 15","HellRaisers (9)","dignitas (16)","cache","Acer Predator Masters powered by Intel Season 1 Finals","22069","5310","5422","1757","9","16"
"29/7 15","k1ck (37)","k1ck (35)","cbble","xfunction Masters Season III","22535","4469","6222","1857","37","35"
"29/7 15","k1ck (19)","k1ck (16)","inferno","xfunction Masters Season III","22533","4469","6222","1857","19","16"
"29/7 15","uX (16)","PiTER (7)","cbble","xfunction Masters Season III","22526","6154","5949","1857","16","7"
"29/7 15","PiTER (13)","uX (16)","cache","xfunction Masters Season III","22525","5949","6154","1857","13","16"
"28/7 15","Playing Ducks (16)","Epiphany Bolt (5)","cbble","xfunction Masters Season III","22524","5009","6220","1857","16","5"
"28/7 15","Playing Ducks (11)","Epiphany Bolt (16)","dust2","xfunction Masters Season III","22523","5009","6220","1857","11","16"
"28/7 15","HellRaisers (16)","Property (12)","inferno","Global Offensive Champions League Season 1","23448","5310","5319","1681","16","12"
